這塊肉敢若臭酸去，無，哪會味怪怪？,"Tsit tè bah kánn-ná tshàu-sng--khì, bô, ná ē bī kuài-kuài? ",去
聽你咧臭彈，我就毋相信你有佮總統食飯過。,"Thiann lí teh tshàu-tuānn, guá tō m̄ siong-sìn lí ū kah tsóng-thóng tsia̍h pn̄g--kuè. ",過
你去共茶盤洗清氣。,Lí khì kā tê-puânn sé tshing-khì. ,去洗
飼金魚仔愛有草蔬。,Tshī kim-hî-á ài ū tsháu-se. ,飼魚蔬
鳳尾草雖然臭賤，毋過若是熱著的時，共伊煎來做茶啉嘛誠有效。,"Hōng-bué-tsháu sui-jiân tshàu-tsiān, m̄-koh nā-sī jua̍h--tio̍h ê sî, kā i tsuann lâi tsò tê lim mā tsiânn ū-hāu. ",尾過做
咱來去茶館啉茶開講。,Lán lâi-khì tê-kuán lim tê khai-káng. ,去
伊共錢拍無去，去予阿母罵甲若臭頭雞仔。,"I kā tsînn phah-bô--khì, khì hōo a-bú mē kah ná tshàu-thâu-ke-á. ",去去雞
這尾魚真臭臊。,Tsit bué hî tsin tshàu-tsho. ,尾魚
你的身體傷荏矣。,Lí ê sin-thé siunn lám--ah. ,體
我閣較衰䆀，嘛袂去揣伊鬥相共。,"Guá koh-khah sue-bái, mā bē khì tshuē i tàu-sann-kāng. ",去
伊做人袂䆀。,I tsò-lâng bē-bái. ,做
伊做人袂歹。,I tsò-lâng bē pháinn. ,做
落雨天袂用得去溪邊𨑨迌！,Lo̍h-hōo-thinn bē-īng-tit khì khe-pinn tshit-thô! ,去溪
這件代誌予伊舞甲攏袂收山。,Tsit kiānn tāi-tsì hōo i bú kah lóng bē-siu-suann. ,代
我今仔日哪會遮衰尾！,Guá kin-á-ji̍t ná ē tsiah sue-bué! ,尾
𪜶兩人袂和。,In nn̄g lâng bē-hô. ,和
這款的買賣我袂和啦。,Tsit khuán ê bé-bē guá bē-hô--lah. ,和
我才啖一下爾爾就袂直矣，你閣敢共伊規个吞落去喔？,"Guá tsiah tam--tsi̍t-ē niā-niā tō bē-ti̍t--ah, lí koh kánn kā i kui-ê thun--lo̍h-khì--ooh? ",去
世間上有真濟代誌是袂按算的。,Sè-kan-siōng ū tsin tsē tāi-tsì sī bē àn-sǹg--ê. ,代
車咧欲開矣，你若無較緊咧就袂赴矣。,"Tshia teh-beh khui--ah, lí nā bô khah kín--leh tō bē-hù--ah. ",車
有誠濟過去的代誌，我攏袂記得矣。,"Ū tsiânn tsē kuè-khì ê tāi-tsì, guá lóng bē-kì--tit--ah. ",過去代
因為伊愛去讀冊，所以袂得通去𨑨迌。,"In-uī i ài khì tha̍k-tsheh, sóo-í bē-tit-thang khì tshit-thô. ",去去
伊的生活真袂得過。,I ê sing-ua̍h tsin bē-tit kuè. ,過
行袂得過。,Kiânn bē-tit kuè. ,過
我心肝內感覺對伊真袂得過。,Guá sim-kuann-lāi kám-kak tuì i tsin bē-tit kuè. ,過
揣頭路揣規月日攏揣無，我哪會遮衰潲。,"Tshuē thâu-lōo tshuē kui gue̍h-ji̍t lóng tshuē-bô, guá ná ē tsiah sue-siâu. ",月
我較按怎想都想袂曉，伊是按怎欲按呢做。,"Guá khah án-tsuánn siūnn to siūnn bē-hiáu, i sī-án-tsuánn beh án-ne tsò. ",做
你的意思，袂輸講是我做毋著。,"Lí ê ì-sù, bē-su-kóng sī guá tsò m̄-tio̍h. ",思做
伊有夠荏懶的，規禮拜攏無洗身軀。,"I ū-kàu lám-nuā--ê, kui lé-pài lóng bô sé-sin-khu. ",洗
你若欲報數，就愛會記得討收據。,"Lí nā beh pò-siàu, tō ài ē-kì-tit thó siu-kì. ",據
討契兄,thó-khè-hiann,契
五日節若到，秫米就起大價。,"Gōo-ji̍t-tseh nā kàu, tsu̍t-bí tō khí-tuā-kè. ",節
起人做歹。,Khí lâng tsò-pháinn. ,做
行起去,kiânn--khí-khì,去
兩斤較起,nn̄g kin khah khí,斤
伊去予隔壁的阿美仔迷去矣。,I khì hōo keh-piah ê A-bí--á bê--khì--ah. ,去去
欲走去矣，緊追！,"Beh tsáu--khì--ah, kín tui! ",去
倒退,tò-thè,退
退出,thè-tshut,退
退燒,thè-sio,退
退火,thè-hué,退火
退租,thè tsoo,退
送貨,sàng huè,貨
送報紙,sàng pò-tsuá,紙
逆天行事,gi̍k thian hîng-sū,事
彼隻豬哥閣咧起𪁎矣。,Hit tsiah ti-ko koh teh khí-tshio--ah. ,豬
財子壽，三字全。,"Tsâi-tsú-siū, sann jī tsuân. ",子字
起手無回大丈夫，這步棋行了就袂當後悔矣。,"Khí-tshiú bô huê tāi-tiōng-hu, tsit pōo kî kiânn-liáu tō bē-tàng hiō-hué--ah. ",回
是啥物代誌予伊起毛䆀？,Sī siánn-mih tāi-tsì hōo i khí-moo bái? ,代
阮欲開始起火來烘肉矣。,Guán beh khai-sí khí-hué lâi hang bah--ah. ,火
青草茶真退火。,Tshenn-tsháu tê tsin thè-hué. ,退火
我看你是咧討皮疼啦。,Guá khuànn lí sī teh thó-phuê-thiànn--lah. ,皮
我才無欲討皮疼咧。,Guá tsiah bô beh thó-phuê-thiànn--leh. ,皮
冷凍的魚仔提出來退冰。,Líng-tòng ê hî-á the̍h tshut-lâi thè-ping. ,魚退
生理做了有起色。,Sing-lí tsò liáu ū khí-sik. ,做
這幫車連鞭就欲起行矣。,Tsit pang tshia liâm-mi tō beh khí-kiânn--ah. ,車
衫仔褲曝日較𠢕退色。,Sann-á-khòo pha̍k-ji̍t khah gâu thè-sik. ,退
你這過的成績有淡薄仔退步。,Lí tsit-kuè ê sîng-tsik ū tām-po̍h-á thè-pōo. ,過退
法官當咧追究失事的責任。,Huat-kuann tng-teh tui-kiù sit-sū ê tsik-jīm. ,事
伊閣咧起事矣。,I koh teh khí-sū--ah. ,事
這件代誌看起來袂䆀。,Tsit kiānn tāi-tsì khuànn--khí-lâi bē-bái. ,代
𪜶兩个已經退定矣。,In nn̄g ê í-king thè-tiānn--ah. ,退
伊已經去阿玉仔𪜶兜送定矣。,I í-king khì A-gio̍k-á in tau sàng-tiānn--ah. ,去
磕袂著就欲起性地，啥人閣敢和你做伙？,"Kha̍p-bē-tio̍h tō beh khí-sìng-tē, siánn-lâng koh kánn hām lí tsò-hué? ",地和做伙
公司無趁錢，真濟股東攏想欲退股。,"Kong-si bô thàn-tsînn, tsin tsē kóo-tong lóng siūnn-beh thè-kóo. ",司退
你按呢敢袂傷過頭迷信矣？,Lí án-ne kám bē siunn kuè-thâu bê-sìn--ah? ,過
阿滿仔討契兄，去予𪜶翁㨑著。,"A-buán--á thó-khè-hiann, khì hōo in ang tsang--tio̍h. ",契去
你小退後一下。,Lí sió thè-āu--tsi̍t-ē. ,退
彼个乞食婆攏四界去討食。,Hit ê khit-tsia̍h-pô lóng sì-kè khì thó-tsia̍h. ,四界去
𪜶家己買地來起厝。,In ka-kī bé tē lâi khí-tshù. ,地
食雞，會起家；食鰇魚，生囡仔好育飼。,"Tsia̍h ke, ē khí-ke; tsia̍h jiû-hî, senn gín-á hó io-tshī. ",雞魚飼
伊是做塑膠起家的。,I sī tsò sok-ka khí-ke--ê. ,做
伊猶未退酒，你莫去共伊吵。,"I iáu-buē thè-tsiú, lí mài khì kā i tshá. ",未退去
恁是咧起痟呢？遐爾仔寒閣欲去泅水。,Lín sī teh khí-siáu--nih? Hiah-nī-á kuânn koh beh khì siû-tsuí. ,去
彼隻豬母閣咧起痟矣。,Hit tsiah ti-bó koh teh khí-siáu--ah. ,豬
彼个童乩退童了後，規身軀攏無力啦。,"Hit ê tâng-ki thè-tâng liáu-āu, kui-sin-khu lóng bô la̍t--lah. ",退
人若是欲食毋討趁，註定是一世人抾捔啦。,"Lâng nā-sī beh tsia̍h m̄ thó-thàn, tsù-tiānn sī tsi̍t-sì-lâng khioh-ka̍k--lah. ",抾
起落車愛細膩。,Khí-lo̍h-tshia ài sè-jī. ,車細
隨人的物件，隨人做記號。,"Suî lâng ê mi̍h-kiānn, suî lâng tsò kì-hō. ",做
伊的指頭仔去予電鑽鑽迵過。,I ê tsíng-thâu-á khì hōo tiān-tsǹg tsǹg thàng--kuè. ,去過
看迵過,khuànn thàng--kuè,過
經過一個月了後，伊才追認𪜶囝的結婚。,"King-kuè tsi̍t kò gue̍h liáu-āu, i tsiah tui-jīn in kiánn ê kiat-hun. ",過月
伊藥仔食落去有漸漸仔退熱矣。,I io̍h-á tsia̍h--lo̍h-khì ū tsiām-tsiām-á thè-jia̍t--ah. ,去退
這尾魚仔起碼有三斤。,Tsit bué hî-á khí-má ū sann kin. ,尾魚斤
拄著問題愛揣人討論。,Tú-tio̍h būn-tê ài tshuē lâng thó-lūn. ,題
囡仔共大人討錢去買枝仔冰。,Gín-á kā tuā-lâng thó-tsînn khì bé ki-á-ping. ,去
欲做學問，起頭著愛共基礎拍予伊好。,"Beh tsò ha̍k-būn, khí-thâu tio̍h ài kā ki-tshóo phah hōo i hó. ",做
這藥仔抹落去，真緊就會退癀矣。,"Tse io̍h-á buah--lo̍h-khì, tsin kín tō ē thè-hông--ah. ",去退
我寒甲起雞母皮。,Guá kuânn kah khí-ke-bó-phuê. ,雞皮
沙龍巴斯貼久嘛會起藥蛆。,Sa-long-pa-suh tah-kú mā ē khí-io̍h-tshi. ,斯蛆
伊貢獻伊的一生去幫助青盲的人。,I kòng-hiàn i ê it-sing khì pang-tsōo tshenn-mê ê lâng. ,去
食飯配菜。,Tsia̍h pn̄g phuè tshài. ,配
一命配一命。,Tsi̍t miā phuè tsi̍t miā. ,配
這兩色無配。,Tsit nn̄g sik bô phuè. ,配
配角,phuè-kak,配
共這幅圖釘佇這面壁。,Kā tsit pak tôo tìng tī tsit bīn piah. ,佇
針線,tsiam-suànn,針
你注幾針？,Lí tsù kuí tsiam? ,針
紩兩針,thīnn nn̄g tsiam,針
你莫共我針。,Lí mài kā guá tsiam. ,針
秒針,bió-tsiam,針
相閃車,sio-siám-tshia,車
鬥陣來去,tàu-tīn lâi-khì,去
除掉,tî-tiāu,除
排除,pâi-tû,除
用三除十二得四。,Īng sann tû tsa̍p-jī tik sì. ,除四
枵過飢,iau kuè ki,過
馬車,bé-tshia,車
鬥做,tàu tsò,做
伊做代誌真骨力。,I tsò tāi-tsì tsin kut-la̍t. ,做代
你做人的馬仔，一世人都袂出脫。,"Lí tsò lâng ê bé-á, tsi̍t-sì-lâng to bē tshut-thuat. ",做
伊違反規定，去予主辦單位除名矣。,"I uî-huán kui-tīng, khì hōo tsú-pān tan-uī tû-miâ--ah. ",去除
鬥股做生理,tàu-kóo tsò-sing-lí,做
除非你答應，伊才肯共阮鬥相共。,"Tû-hui lí tah-ìng, i tsiah khíng kā guán tàu-sann-kāng. ",除
風颱咧欲來矣，真濟漁船仔攏駛入來港口閃風。,"Hong-thai teh-beh lâi--ah, tsin tsē hî-tsûn-á lóng sái ji̍p-lâi káng-kháu siám-hong. ",漁駛
阮搬到下港二十年矣，攏釘根矣。,"Guán puann kàu ē-káng jī-tsa̍p nî--ah, lóng tìng-kin--ah. ",根
你莫佇遐釘根好無？,Lí mài tī hia tìng-kin hó--bô? ,佇根
阮店賣的攏是高級貨。,Guán tiàm bē--ê lóng sī ko-kip huè. ,貨
咱鬥陣來去。,Lán tàu-tīn lâi-khì.,去
身體健康上重要，衛生習慣袂當馬馬虎虎。,"Sin-thé kiān-khong siōng tiōng-iàu, uē-sing si̍p-kuàn bē-tàng má-má-hu-hu. ",體
我若有時間就去共恁鬥無閒。,Guá nā ū sî-kan tō khì kā lín tàu-bô-îng. ,去
代誌就咧亂矣，你莫閣來鬥無閒。,"Tāi-tsì tō teh luān--ah, lí mài koh lâi tàu-bô-îng. ",代
伊的腰去閃著。,I ê io khì siám--tio̍h. ,去
查某囡仔愛加減學寡針黹。,Tsa-bóo gín-á ài ke-kiám o̍h kuá tsiam-tsí. ,針
伊佇外口鬥夥計，𪜶某敢攏毋知？,"I tī guā-kháu tàu-hué-kì, in bóo kám lóng m̄ tsai? ",佇夥
痠骨輪，疼骨節。,"Sng kut-lûn, thiànn kut-tsat. ",節
廟口咧大拜拜，咱來去鬥鬧熱。,"Biō-kháu teh tuā pài-pài, lán lâi-khì tàu-lāu-jia̍t. ",去
大人咧處理代誌，囡仔人毋通來鬥鬧熱。,"Tuā-lâng teh tshú-lí tāi-tsì, gín-á-lâng m̄-thang lâi tàu-lāu-jia̍t. ",處代
我欲用後日的假來去𬦰山。,Guá beh īng āu--ji̍t ê ká lâi-khì peh-suann. ,去
學生咧做實驗。,Ha̍k-sing teh tsò si̍t-giām. ,做
你是做啥物的？我咧做老師。,Lí sī tsò siánn-mih--ê? Guá teh tsò lāu-su. ,做做師
我咧做長衫。,Guá teh tsò tn̂g-sann. ,做
做雞卵糕,tsò ke-nn̄g-ko,做雞
做花矸,tsò hue-kan,做
伊七少年八少年就做公矣。,I tshit siàu-liân peh siàu-liân tō tsò kong--ah. ,做
這是你家己做得來的，毋是人害你的。,"Tse sī lí ka-kī tsò-tit lâi--ê, m̄ sī lâng hāi--lí--ê. ",做
欲睏做你去睏。,Beh khùn tsò lí khì khùn. ,做去
錢予賊仔偷提去矣！,Tsînn hōo tsha̍t-á thau-the̍h--khì--ah! ,去
風規个剪過來。,Hong kui-ê tsián--kuè-lâi. ,過
冊予剪蟲剪去矣。,Tsheh hōo tsián-thâng tsián--khì--ah. ,去
一副碗箸,tsi̍t hù uánn-tī,箸
恁查某囝敢做人矣？,Lín tsa-bóo-kiánn kám tsò--lâng--ah? ,做
伊做人誠好。,I tsò-lâng tsiânn hó. ,做
就算講做人情予伊嘛是袂䆀。,Tō sǹg-kóng tsò-jîn-tsîng hōo i mā sī bē-bái. ,做
伊去做工矣。,I khì tsò-kang--ah. ,去做
這擺市內做大水，損失誠重。,"Tsit pái tshī-lāi tsò-tuā-tsuí, sún-sit tsiânn tāng. ",做
做代誌愛照起工，毋通偷工減料。,"Tsò tāi-tsì ài tsiàu-khí-kang, m̄-thang thau-kang-kiám-liāu. ",做代
𪜶某閣咧做月內。,In bóo koh teh tsò-gue̍h-lāi. ,做月
伊真𠢕假仙，你毋通予伊騙去。,"I tsin gâu ké-sian, lí m̄-thang hōo i phiàn--khì. ",去
這是假包的，你予人騙去矣！,"Tse sī ké-pâu--ê, lí hōo lâng phiàn-khì--ah! ",去
你有請人來做司公無？,Lí ū tshiánn lâng lâi tsò-sai-kong--bô? ,做司
逐家做伙來做功德。,Ta̍k-ke tsò-hué lâi tsò-kong-tik. ,做伙做
媽媽去布莊剪布欲做新衫。,Má-mah khì pòo-tsng tsián-pòo beh tsò sin sann. ,去做
咱兩个做伙來去𨑨迌。,Lán nn̄g ê tsò-hué lâi-khì tshit-thô. ,做伙去
有緣無緣，逐家來做伙。,"Ū iân bô iân, ta̍k-ke lâi tsò-hué.",做伙
你莫假死矣，你哪有可能毋知。,"Lí mài ké-sí--ah, lí ná-ū khó-lîng m̄-tsai. ",死
你莫佇遐假死假活。,Lí mài tī hia ké-sí-ké-ua̍h. ,佇死
做紅龜粿的時愛用紅花粉做色。,Tsò âng-ku-kué ê sî ài iōng âng-hue-hún tsò-sik. ,做粿做
明仔載就是恁阿公做忌的日子。,Bîn-á-tsài tō sī lín a-kong tsò-kī ê ji̍t-tsí. ,做子
假使若落雨，我就無愛去矣。,"Ká-sú nā lo̍h-hōo, guá tō bô ài khì--ah. ",使去
𪜶兩人偷來暗去，通庄頭的人攏嘛知。,"In nn̄g lâng thau-lâi-àm-khì, thong tsng-thâu ê lâng lóng mā tsai. ",去
伊欲共一樓提來做店面。,I beh kā it lâu the̍h lâi tsò tiàm-bīn. ,做
菜煮好矣，你毋通佇遐偷拈。,"Tshài tsú hó--ah, lí m̄-thang tī hia thau ni. ",煮佇
伊今仔日轉去外家做客。,I kin-á-ji̍t tńg-khì guā-ke tsò-kheh. ,去做
連鞭欲做風颱啦！,Liâm-mi beh tsò-hong-thai--lah! ,做
風共電火柱仔偃倒矣。,Hong kā tiān-hué-thiāu-á ián-tó--ah. ,火
好人予你做，我來做臭人。,"Hó lâng hōo lí tsò, guá lâi tsò-tshàu-lâng. ",做做
咱做陣來去臺北𨑨迌。,Lán tsò-tīn lâi-khì Tâi-pak tshit-thô. ,做去
這改換你做鬼。,Tsit kái-uānn lí tsò-kuí. ,改做
莫佇遐假鬼假怪矣啦。,Mài tī hia ké-kuí-ké-kuài--ah--lah. ,佇
我無愛佮伊做伙，偏偏閣佮伊仝班。,"Guá bô-ài kah i tsò-hué, phian-phian koh kah i kāng pan. ",做伙
你是偏偏欲佮我做對是無？,Lí sī phian-phian beh kah guá tsò-tuì sī--bô? ,做
狗仔吠甲遮爾大聲，一定是有人來偷掠雞。,"Káu-á puī kah tsiah-nī tuā-siann, it-tīng sī ū-lâng lâi thau lia̍h ke. ",雞
阿兄欲去臺北揣頭路，阿母偷揜三千箍予伊做所費。,"A-hiann beh khì Tâi-pak tshuē-thâu-lōo, a-bú thau-iap sann tshing khoo hōo i tsò sóo-huì. ",去做
伊自透早做甲這馬，攏無停睏。,"I tsū thàu-tsá tsò kah tsit-má, lóng bô thîng-khùn. ",自做
毋管較早的生活偌爾艱苦，總是愛繼續拍拚落去。,"M̄ kuán khah-tsá ê sing-ua̍h guā-nī kan-khóo, tsóng-sī ài kè-sio̍k phah-piànn--lo̍h-khì. ",去
去人濟的所在愛較注意咧，無，會去拄著剪綹仔。,"Khì lâng tsē ê sóo-tsāi ài khah tsù-ì--leh, bô, ē khì tú-tio̍h tsián-liú-á. ",去去
恁莫佇眾人面頭前做瘦氣，真歹看。,"Lín mài tī tsìng-lâng bīn-thâu-tsîng tsò-sán-khuì, tsin pháinn-khuànn. ",佇做
我欲去共人做親情。,Guá beh khì kā lâng tsò-tshin-tsiânn. ,去做
會當佮恁做親情，我嘛誠歡喜。,"Ē-tàng kah lín tsò-tshin-tsiânn, guá mā tsiânn huann-hí. ",做
是伊做頭抗議的。,Sī i tsò-thâu khòng-gī--ê. ,做
伊已經做頭先走矣。,I í-king tsò-thâu sing tsáu--ah. ,做
做戲毋是簡單的代誌，愛下工夫。,"Tsò-hì m̄ sī kán-tan ê tāi-tsì, ài hē kang-hu. ",做代
遮的𨑨迌物仔是欲做議量的。,Tsia-ê tshit-thô-mih-á sī beh tsò-gī-niū--ê. ,做
彼張符仔是伊欲共人做譴損的。,Hit tiunn hû-á sī i beh kā lâng tsò-khiàn-sńg--ê. ,做
伊覕佇門後咧偷聽人講話。,I bih tī mn̂g-āu teh thau thiann lâng kóng-uē. ,佇
索仔勒較絚咧，兔仔才袂走去！,"Soh-á li̍k khah ân--leh, thòo-á tsiah bē tsáu--khì! ",去
動箸,tāng-tī,箸
一舉一動,it-kí-it-tōng,舉
君子務本,kun-tsú bū pún,子
事務,sū-bū,事
地區,tē-khu,地
你參伊去。,Lí tsham i khì. ,參去
參見,tsham-kìnn,參
參拜,tsham-pài,參
唸報紙,liām pò-tsuá,紙
踅踅唸,se̍h-se̍h-liām,踅踅
雞仔啄米,ke-á tok bí,雞
彼擔賣果子的定定啄人的秤頭。,Hit tànn bē-kué-tsí--ê tiānn-tiānn tok lâng ê tshìn-thâu. ,果子
啊！原來如此！,Ah! Guân-lâi jû-tshú! ,如此
你欲去無？好啊！,Lí beh khì--bô? Hó--ah! ,去
你莫提雞卵糕佇遐唌人！,Lí mài the̍h ke-nn̄g-ko tī hia siânn--lâng! ,雞佇
你若無講話，人嘛袂共你當做啞口。,"Lí nā bô kóng-uē, lâng mā bē kā lí tòng-tsò é-káu. ",做
這件代誌啥物時陣欲開始動手？,Tsit kiānn tāi-tsì siánn-mih sî-tsūn beh khai sí tāng-tshiú? ,代
請你說明這兩項物件的區別。,Tshiánn lí suat-bîng tsit nn̄g hāng mi̍h-kiānn ê khu-pia̍t. ,說
有的生理人做生理會唬秤頭，所以買物件愛注意。,"Ū-ê sing-lí-lâng tsò-sing-lí ē hóo-tshìn-thâu, sóo-í bé mi̍h-kiānn ài tsù-ì. ",做
咱的信心絕對毋通動搖。,Lán ê sìn-sim tsua̍t-tuì m̄-thang tōng-iâu. ,絕
這件代誌咱有需要參詳一下！,Tsit kiānn tāi-tsì lán ū su-iàu tsham-siông--tsi̍t-ē! ,代參
伊的老師是啄鼻仔。,I ê lāu-su sī tok-phīnn-á. ,師
入去遐久矣，哪會一點仔動靜都無？,"Ji̍p-khì hiah kú--ah, ná ē tsi̍t-tiám-á tōng-tsīng to bô? ",去
你家己做歹閣敢來唱聲，我無咧驚你。,"Lí ka-kī tsò-pháinn koh kánn lâi tshiàng-siann, guá bô teh kiann--lí. ",做
伊規箍人圇佇遐睏。,I kui khoo lâng lun tī hia khùn. ,佇
圇來圇去,lun lâi lun khì,去
國貨,kok-huè,貨
番薯園愛培塗矣。,Han-tsî hn̂g ài puē thôo--ah. ,薯
送做堆,sàng-tsò-tui,做
遮的貨賣完嘛干焦夠工爾爾，也無啥趁。,"Tsia-ê huè bē-uân mā kan-na kàu-kang niā-niā, iā bô siánn thàn. ",貨
雞大甲夠水矣。,Ke tuā kah kàu-tsuí--ah. ,雞
啥物人佇遐咧唱歌？,Siánn-mih lâng tī hia teh tshiùnn kua? ,佇
伊堅持欲繼續拍拚落去。,I kian-tshî beh kè-sio̍k phah-piànn--lo̍h-khì. ,去
我堂堂一个男子漢大丈夫，講會到就做會到。,"Guá tông-tông tsi̍t ê lâm-tsú-hàn tāi-tiōng-hu, kóng ē kàu tō tsò ē kàu. ",子做
你實在是食人夠夠，傷過份啦！,"Lí si̍t-tsāi sī tsia̍h-lâng-kàu-kàu, siunn kuè-hūn--lah! ",過
你佇遐咧創啥貨？,Lí tī hia teh tshòng siánn-huè? ,佇貨
𪜶查某囝生做啥款？,In tsa-bóo-kiánn senn-tsò siánn-khuán? ,做
咱做人毋通傷奢華。,Lán tsò-lâng m̄-thang siunn tshia-hua. ,做
阮公司的員工已經夠額，無欲閣倩矣。,"Guán kong-si ê uân-kang í-king kàu-gia̍h, bô beh koh tshiànn--ah. ",司
做生日遮爾奢颺，真討債。,"Tsò-senn-ji̍t tsiah-nī tshia-iānn, tsin thó-tsè. ",做
婦女,hū-lí,女
寄銀行,kià gîn-hâng,銀
將近,tsiong-kīn,近
自作自專,tsū tsok tsū tsuan,自自
專科,tsuan kho,科
古早時，婦人人欲出門攏愛梳妝打扮。,"Kóo-tsá sî, hū-jîn-lâng beh tshut-mn̂g lóng ài se-tsng tánn-pān. ",梳
伊誠將才，為國家計畫足濟代誌。,"I tsiânn tsiòng-tsâi, uī kok-ka kè-uē tsiok tsē tāi-tsì. ",代
伊生做真將才。,I senn-tsò tsin tsiòng-tsâi. ,做
這領衫是伊專工為你做的。,Tsit niá sann sī i tsuan-kang uī lí tsò--ê. ,做
我是無可能去密告的。,Guá sī bô khó-lîng khì bi̍t-kò--ê. ,去
將來會發生啥代誌無人知。,Tsiong-lâi ē huat-sing siánn tāi-tsì bô-lâng tsai. ,代
將近欲收擔的時陣，伊才到位。,"Tsiong-kīn beh siu-tànn ê sî-tsūn, i tsiah kàu-uī. ",近
伊已經予人送定矣，有婚約佇咧。,"I í-king hōo lâng sàng-tiānn--ah, ū hun-iok tī--leh. ",佇
我的希望攏寄託佇你的身上。,Guá ê hi-bāng lóng kià-thok tī lí ê sin-siōng. ,佇
雞卵密密也有縫。,Ke-nn̄g ba̍t-ba̍t iā ū phāng. ,雞
窗仔門關甲密喌喌，連胡蠅都飛袂入去。,"Thang-á-mn̂g kuainn kah ba̍t-tsiuh-tsiuh, liân hôo-sîn to pue bē ji̍p--khì. ",飛去
彼間店專權代理所有的薰酒生理。,Hit king tiàm tsuan-khuân tāi-lí sóo-ū ê hun-tsiú sing-lí. ,代
厝崩去,tshù pang--khì,去
生不帶來，死不帶去。,"Sing put tài lâi, sú put tài khì. ",死去
皮帶,phuê-tuà,皮
一張紙,tsi̍t tiunn tsuá,紙
兩張犁,nn̄g tiunn lê,犁
鳥鼠張,niáu-tshí tng,鼠
會得過,ē-tit kuè,過
後禮拜欲去阿姨𪜶兜愛會記得提帶手。,Āu lé-pài beh khì a-î in tau ài ē-kì-tit the̍h tuà-tshiú. ,去
得失土地公，飼無雞。,"Tik-sit Thóo-tī-kong, tshī bô ke. ",地飼雞
做人若傷計較得失，日子會足歹過。,"Tsò-lâng nā siunn kè-kàu tik-sit, ji̍t-tsí ē tsiok pháinn kuè. ",做子過
伊常在去美國𨑨迌。,I tshiâng-tsāi khì Bí-kok tshit-thô. ,去
為著一家大細，伊做甲帶身命。,"Uī-tio̍h tsi̍t ke tuā-sè, i tsò kah tài-sin-miā. ",細做
伊強押我去做歹代誌。,I kiông ah guá khì tsò pháinn tāi-tsì. ,去做代
伊是來帶衰的，逐擺來就無好代誌。,"I sī lâi tài-sue--ê, ta̍k pái lâi tō bô hó tāi-tsì. ",代
我腹肚疼甲強強欲昏去。,Guá pak-tóo thiànn kah kiōng-kiōng beh hūn--khì. ,去
用鳥鼠張仔來張鳥鼠。,Īng niáu-tshí-tng-á lâi tng niáu-tshí. ,鼠鼠
伊的性地橫霸霸，袂輸強盜咧。,"I ê sìng-tē huâinn-pà-pà, bē-su kiông-tō--leh. ",地
我食凊糜張等你！,Guá tsia̍h tshìn-muê tng-tán--lí! ,糜
伊昨暝去予人強摃一萬箍。,I tsa-mê khì hōo lâng kiông-kòng tsi̍t bān khoo. ,去
伊定定得罪人。,I tiānn-tiānn tik-tsuē--lâng. ,罪
搬徙,puann-suá,徙
徙位,suá-uī,徙
徙栽,suá-tsai,徙
你徛佇遐創啥物？,Lí khiā tī hia tshòng siánn-mih? ,佇
頭前徛一枝電火柱仔。,Thâu-tsîng khiā tsi̍t ki tiān-hué-thiāu-á. ,火
談情說愛,tâm tsîng suat ài,說
惜面皮,sioh bīn-phuê,皮
戛番仔火,khiat huan-á-hué,火
挲豬油,so ti-iû,豬
這件代誌你去共𪜶小挲一下。,Tsit kiānn tāi-tsì lí khì kā in sió so--tsi̍t-ē. ,代去
我緊欲捥棉被來曝日。,Guá kín beh ńg mî-phuē lâi pha̍k-ji̍t. ,被
提戛火石來戛火。,The̍h khiat-hué-tsio̍h lâi khiat-hué. ,火火
伊有夠惜皮的，一空仔囝爾爾就哀甲大細聲。,"I ū-kàu sioh-phuê--ê, tsi̍t-khang-á-kiánn niā-niā tō ai kah tuā-sè siann. ",皮細
阿足仔誠惜囝，連小可代誌嘛毋甘予𪜶囝做。,"A-tsiok--á tsiânn sioh-kiánn, liân sió-khuá tāi-tsì mā m̄ kam hōo in kiánn tsò. ",代做
坐遮好好，你莫閣徙位矣啦！,"Tsē tsia hó-hó, lí mài koh suá-uī--ah--lah! ",坐徙
伊自來就毋捌破病。,I tsū-lâi tō m̄ bat phuà-pēnn. ,自
從到今我攏毋捌看過豬行路。,Tsîng-kàu-tann guá lóng m̄ bat khuànn-kuè ti kiânn-lōo. ,過豬
伊真惜面皮，無愛予人講閒仔話。,"I tsin sioh bīn-phuê, bô ài hōo lâng kóng îng-á-uē. ",皮
阮這間厝是欲租人做徛家的。,Guán tsit king tshù sī beh tsoo lâng tsò khiā-ke--ê. ,做
人講一日徙栽，三日徛黃，咱著愛有定性。,"Lâng kóng tsi̍t ji̍t suá-tsai, sann ji̍t khiā-n̂g, lán tio̍h ài ū tīng-sìng. ",徙
挲草是真艱苦的工課。,So-tsháu sī tsin kan-khóo ê khang-khuè. ,課
做人愛守本份，才會當佇社會上佮人徛起。,"Tsò-lâng ài siú pún-hūn, tsiah ē-tàng tī siā-huē-siōng kah lâng khiā-khí. ",做佇
伊是發生啥物代誌，哪會按呢悾悾？,"I sī huat-sing siánn-mih tāi-tsì, ná ē án-ne khong-khong? ",代
一日徙栽，三日徛黃。,"Tsi̍t ji̍t suá tsai, sann ji̍t khiā-n̂g. ",徙
